time, state, wantStop, stateLock, currentState, t_start
146.51149, -1, true, false, null, 0.0
146.51919, -1, true, false, null, 0.0
146.529583, -1, true, false, null, 0.0
146.543274, -1, true, false, null, 0.0
146.5479, -1, true, false, null, 0.0
146.560513, -1, true, false, null, 0.0
146.568067, -1, true, false, null, 0.0
146.579578, -1, true, false, null, 0.0
146.58845, -1, true, false, null, 0.0
146.601252, -1, true, false, null, 0.0
146.613914, -1, true, false, null, 0.0
146.61729, -1, true, false, null, 0.0
146.629478, -1, true, false, null, 0.0
146.644829, -1, true, false, null, 0.0
146.656319, -1, true, false, null, 0.0
146.657324, -1, true, false, null, 0.0
146.678296, -1, true, false, null, 0.0
146.679282, -1, true, false, null, 0.0
146.69528, -1, true, false, null, 0.0
146.696539, -1, true, false, null, 0.0
146.709381, -1, true, false, null, 0.0
146.727347, -1, true, false, null, 0.0
146.728345, -1, true, false, null, 0.0
146.747936, -1, true, false, null, 0.0
146.748949, -1, true, false, null, 0.0
146.76399, -1, true, false, null, 0.0
146.780041, -1, true, false, null, 0.0
146.781051, -1, true, false, null, 0.0
146.796323, -1, true, false, null, 0.0
146.797601, -1, true, false, null, 0.0
146.812322, -1, true, false, null, 0.0
146.829557, -1, true, false, null, 0.0
146.831081, -1, true, false, null, 0.0
146.839094, -1, true, false, null, 0.0
146.849704, -1, true, false, null, 0.0
146.863718, -1, true, false, null, 0.0
146.873499, -1, true, false, null, 0.0
146.883582, -1, true, false, null, 0.0
146.89311, -1, true, false, null, 0.0
146.912029, -1, true, false, null, 0.0
146.913207, -1, true, false, null, 0.0
146.926831, -1, true, false, null, 0.0
146.927731, -1, true, false, null, 0.0
146.94223, -1, true, false, null, 0.0
146.952537, -1, true, false, null, 0.0
146.964517, -1, true, false, null, 0.0
146.980067, -1, true, false, null, 0.0
146.981035, -1, true, false, null, 0.0
146.995774, -1, true, false, null, 0.0
146.99664, -1, true, false, null, 0.0
147.011577, -1, true, false, null, 0.0
147.018656, -1, true, false, null, 0.0
147.028849, -1, true, false, null, 0.0
147.037762, -1, true, false, null, 0.0
147.049138, -1, true, false, null, 0.0
147.060696, -1, true, false, null, 0.0
147.068878, -1, true, false, null, 0.0
147.079007, -1, true, false, null, 0.0
147.088888, -1, true, false, null, 0.0
147.098961, -1, true, false, null, 0.0
147.110748, -1, true, false, null, 0.0
147.119431, -1, true, false, null, 0.0
147.129068, -1, true, false, null, 0.0
147.137638, -1, true, false, null, 0.0
147.148091, -1, true, false, null, 0.0
147.157612, -1, true, false, null, 0.0
147.17228, -1, true, false, null, 0.0
147.182531, -1, true, false, null, 0.0
147.194294, -1, true, false, null, 0.0
147.204337, -1, true, false, null, 0.0
147.214255, -1, true, false, null, 0.0
147.227704, -1, true, false, null, 0.0
147.228479, -1, true, false, null, 0.0
147.24531, -1, true, false, null, 0.0
147.259402, -1, true, false, null, 0.0
147.260197, -1, true, false, null, 0.0
147.277493, -1, true, false, null, 0.0
147.279001, -1, true, false, null, 0.0
