time, state, wantStop, stateLock, currentState, t_start
15.16224, -3, true, false, null, 0.0
15.172196, -3, true, false, null, 0.0
15.181876, -3, true, false, null, 0.0
15.190725, -3, true, false, null, 0.0
15.20189, -3, true, false, null, 0.0
15.210172, -3, true, false, null, 0.0
15.221304, -3, true, false, null, 0.0
15.235018, -3, true, false, null, 0.0
15.242844, -3, true, false, null, 0.0
15.253439, -3, true, false, null, 0.0
15.261318, -3, true, false, null, 0.0
15.272681, -3, true, false, null, 0.0
15.28216, -3, true, false, null, 0.0
15.297652, -3, true, false, null, 0.0
15.302068, -3, true, false, null, 0.0
15.312848, -3, true, false, null, 0.0
15.321223, -3, true, false, null, 0.0
15.331407, -3, true, false, null, 0.0
15.34206, -3, true, false, null, 0.0
15.35411, -3, true, false, null, 0.0
15.367362, -3, true, false, null, 0.0
15.371726, -3, true, false, null, 0.0
15.3854, -3, true, false, null, 0.0
15.395854, -3, true, false, null, 0.0
15.405042, -3, true, false, null, 0.0
15.410168, -3, true, false, null, 0.0
15.421355, -3, true, false, null, 0.0
15.43364, -3, true, false, null, 0.0
15.451864, -3, true, false, null, 0.0
15.452185, -3, true, false, null, 0.0
15.465922, -3, true, false, null, 0.0
15.476839, -3, true, false, null, 0.0
15.487089, -3, true, false, null, 0.0
15.503628, -3, true, false, null, 0.0
15.504059, -3, true, false, null, 0.0
15.516773, -3, true, false, null, 0.0
15.52683, -3, true, false, null, 0.0
15.53715, -3, true, false, null, 0.0
15.548274, -3, true, false, null, 0.0
15.558091, -3, true, false, null, 0.0
15.570054, -3, true, false, null, 0.0
15.570368, -3, true, false, null, 0.0
15.585038, -3, true, false, null, 0.0
15.596553, -3, true, false, null, 0.0
15.606174, -3, true, false, null, 0.0
15.614828, -3, true, false, null, 0.0
15.620487, -3, true, false, null, 0.0
15.632019, -3, true, false, null, 0.0
15.640795, -3, true, false, null, 0.0
15.653069, -3, true, false, null, 0.0
15.662676, -3, true, false, null, 0.0
15.671015, -3, true, false, null, 0.0
15.682238, -3, true, false, null, 0.0
15.69073, -3, true, false, null, 0.0
15.702047, -3, true, false, null, 0.0
15.713463, -3, true, false, null, 0.0
