time, state, wantStop, stateLock, currentState, t_start
7.755616, -1, true, false, null, 0.0
7.763694, -1, true, false, null, 0.0
7.774134, -1, true, false, null, 0.0
7.784989, -1, true, false, null, 0.0
7.798034, -1, true, false, null, 0.0
7.807594, -1, true, false, null, 0.0
7.814555, -1, true, false, null, 0.0
7.824647, -1, true, false, null, 0.0
7.834292, -1, true, false, null, 0.0
7.844361, -1, true, false, null, 0.0
7.85549, -1, true, false, null, 0.0
7.86792, -1, true, false, null, 0.0
7.87333, -1, true, false, null, 0.0
7.885288, -1, true, false, null, 0.0
7.894868, -1, true, false, null, 0.0
7.904705, -1, true, false, null, 0.0
7.91405, -1, true, false, null, 0.0
7.925403, -1, true, false, null, 0.0
7.935247, -1, true, false, null, 0.0
7.945068, -1, true, false, null, 0.0
7.954796, -1, true, false, null, 0.0
7.965134, -1, true, false, null, 0.0
7.980532, -1, true, false, null, 0.0
7.997401, -1, true, false, null, 0.0
7.998369, -1, true, false, null, 0.0
8.015085, -1, true, false, null, 0.0
8.016064, -1, true, false, null, 0.0
8.028958, -1, true, false, null, 0.0
8.044734, -1, true, false, null, 0.0
8.045707, -1, true, false, null, 0.0
8.060967, -1, true, false, null, 0.0
8.077953, -1, true, false, null, 0.0
8.078746, -1, true, false, null, 0.0
8.095765, -1, true, false, null, 0.0
8.097104, -1, true, false, null, 0.0
8.111879, -1, true, false, null, 0.0
8.112636, -1, true, false, null, 0.0
8.128595, -1, true, false, null, 0.0
8.138261, -1, true, false, null, 0.0
8.148114, -1, true, false, null, 0.0
8.160636, -1, true, false, null, 0.0
8.175532, -1, true, false, null, 0.0
8.176362, -1, true, false, null, 0.0
8.192463, -1, true, false, null, 0.0
8.193556, -1, true, false, null, 0.0
8.211491, -1, true, false, null, 0.0
8.228687, -1, true, false, null, 0.0
8.229842, -1, true, false, null, 0.0
8.245603, -1, true, false, null, 0.0
8.246839, -1, true, false, null, 0.0
8.262398, -1, true, false, null, 0.0
8.263663, -1, true, false, null, 0.0
8.279012, -1, true, false, null, 0.0
8.288647, -1, true, false, null, 0.0
8.295205, -1, true, false, null, 0.0
8.306132, -1, true, false, null, 0.0
8.313474, -1, true, false, null, 0.0
8.329219, -1, true, false, null, 0.0
8.339173, -1, true, false, null, 0.0
8.346054, -1, true, false, null, 0.0
8.35397, -1, true, false, null, 0.0
8.365074, -1, true, false, null, 0.0
8.374625, -1, true, false, null, 0.0
8.386103, -1, true, false, null, 0.0
8.393337, -1, true, false, null, 0.0
8.404074, -1, true, false, null, 0.0
8.413791, -1, true, false, null, 0.0
8.423408, -1, true, false, null, 0.0
8.43864, -1, true, false, null, 0.0
8.447188, -1, true, false, null, 0.0
8.454388, -1, true, false, null, 0.0
8.463727, -1, true, false, null, 0.0
8.478024, -1, true, false, null, 0.0
8.493647, -1, true, false, null, 0.0
8.494607, -1, true, false, null, 0.0
8.511793, -1, true, false, null, 0.0
8.512681, -1, true, false, null, 0.0
8.52876, -1, true, false, null, 0.0
8.544722, -1, true, false, null, 0.0
8.545056, -1, true, false, null, 0.0
8.559748, -1, true, false, null, 0.0
8.574594, -1, true, false, null, 0.0
8.574851, -1, true, false, null, 0.0
8.591115, -1, true, false, null, 0.0
8.601874, -1, true, false, null, 0.0
8.602544, -1, true, false, null, 0.0
8.613337, -1, true, false, null, 0.0
8.628589, -1, true, false, null, 0.0
8.644986, -1, true, false, null, 0.0
8.645705, -1, true, false, null, 0.0
8.660722, -1, true, false, null, 0.0
8.679431, -1, true, false, null, 0.0
8.680242, -1, true, false, null, 0.0
8.695613, -1, true, false, null, 0.0
8.696754, -1, true, false, null, 0.0
8.712442, -1, true, false, null, 0.0
8.713662, -1, true, false, null, 0.0
8.726318, -1, true, false, null, 0.0
8.745433, -1, true, false, null, 0.0
8.746202, -1, true, false, null, 0.0
8.76121, -1, true, false, null, 0.0
8.770488, -1, true, false, null, 0.0
8.780178, -1, true, false, null, 0.0
8.793283, -1, true, false, null, 0.0
8.793965, -1, true, false, null, 0.0
8.812932, -1, true, false, null, 0.0
8.813931, -1, true, false, null, 0.0
8.828837, -1, true, false, null, 0.0
8.844574, -1, true, false, null, 0.0
8.845413, -1, true, false, null, 0.0
8.862147, -1, true, false, null, 0.0
8.863267, -1, true, false, null, 0.0
8.878884, -1, true, false, null, 0.0
8.895764, -1, true, false, null, 0.0
8.897035, -1, true, false, null, 0.0
8.911655, -1, true, false, null, 0.0
8.929174, -1, true, false, null, 0.0
8.930153, -1, true, false, null, 0.0
8.945915, -1, true, false, null, 0.0
8.94682, -1, true, false, null, 0.0
8.965037, -1, true, false, null, 0.0
8.966301, -1, true, false, null, 0.0
8.980691, -1, true, false, null, 0.0
8.997171, -1, true, false, null, 0.0
8.998211, -1, true, false, null, 0.0
9.012205, -1, true, false, null, 0.0
9.013472, -1, true, false, null, 0.0
9.029075, -1, true, false, null, 0.0
9.045984, -1, true, false, null, 0.0
9.046952, -1, true, false, null, 0.0
9.064273, -1, true, false, null, 0.0
9.065037, -1, true, false, null, 0.0
9.076756, -1, true, false, null, 0.0
9.095822, -1, true, false, null, 0.0
9.096897, -1, true, false, null, 0.0
9.104623, -1, true, false, null, 0.0
9.114448, -1, true, false, null, 0.0
9.127025, -1, true, false, null, 0.0
9.143938, -1, true, false, null, 0.0
9.14507, -1, true, false, null, 0.0
9.153909, -1, true, false, null, 0.0
9.164822, -1, true, false, null, 0.0
9.17867, -1, true, false, null, 0.0
9.19544, -1, true, false, null, 0.0
9.196574, -1, true, false, null, 0.0
9.212649, -1, true, false, null, 0.0
9.213857, -1, true, false, null, 0.0
9.228691, -1, true, false, null, 0.0
9.244699, -1, true, false, null, 0.0
9.246229, -1, true, false, null, 0.0
9.262119, -1, true, false, null, 0.0
9.263013, -1, true, false, null, 0.0
9.277598, -1, true, false, null, 0.0
9.293006, -1, true, false, null, 0.0
9.293925, -1, true, false, null, 0.0
9.309553, -1, true, false, null, 0.0
9.316886, -1, true, false, null, 0.0
9.327256, -1, true, false, null, 0.0
9.338768, -1, true, false, null, 0.0
9.344116, -1, true, false, null, 0.0
9.356647, -1, true, false, null, 0.0
9.365745, -1, true, false, null, 0.0
9.375691, -1, true, false, null, 0.0
9.384591, -1, true, false, null, 0.0
9.396718, -1, true, false, null, 0.0
9.406676, -1, true, false, null, 0.0
9.413655, -1, true, false, null, 0.0
9.430264, -1, true, false, null, 0.0
9.444667, -1, true, false, null, 0.0
9.44537, -1, true, false, null, 0.0
9.460551, -1, true, false, null, 0.0
9.47689, -1, true, false, null, 0.0
9.477815, -1, true, false, null, 0.0
9.495088, -1, true, false, null, 0.0
9.495897, -1, true, false, null, 0.0
9.51217, -1, true, false, null, 0.0
9.513088, -1, true, false, null, 0.0
9.529479, -1, true, false, null, 0.0
9.542289, -1, true, false, null, 0.0
9.543012, -1, true, false, null, 0.0
9.559335, -1, true, false, null, 0.0
9.569533, -1, true, false, null, 0.0
9.581219, -1, true, false, null, 0.0
9.596664, -1, true, false, null, 0.0
9.597371, -1, true, false, null, 0.0
9.612244, -1, true, false, null, 0.0
9.612917, -1, true, false, null, 0.0
9.629036, -1, true, false, null, 0.0
9.645355, -1, true, false, null, 0.0
9.646136, -1, true, false, null, 0.0
9.66226, -1, true, false, null, 0.0
9.663449, -1, true, false, null, 0.0
9.679365, -1, true, false, null, 0.0
9.692832, -1, true, false, null, 0.0
9.693482, -1, true, false, null, 0.0
9.711757, -1, true, false, null, 0.0
9.712882, -1, true, false, null, 0.0
9.72622, -1, true, false, null, 0.0
9.745231, -1, true, false, null, 0.0
9.745974, -1, true, false, null, 0.0
9.760638, -1, true, false, null, 0.0
9.776613, -1, true, false, null, 0.0
9.777365, -1, true, false, null, 0.0
9.791899, -1, true, false, null, 0.0
9.792667, -1, true, false, null, 0.0
9.813088, -1, true, false, null, 0.0
9.813895, -1, true, false, null, 0.0
9.82863, -1, true, false, null, 0.0
9.844951, -1, true, false, null, 0.0
9.845732, -1, true, false, null, 0.0
9.862311, -1, true, false, null, 0.0
9.863544, -1, true, false, null, 0.0
9.876746, -1, true, false, null, 0.0
9.893374, -1, true, false, null, 0.0
9.894155, -1, true, false, null, 0.0
9.90904, -1, true, false, null, 0.0
9.92654, -1, true, false, null, 0.0
9.927298, -1, true, false, null, 0.0
9.945474, -1, true, false, null, 0.0
9.946353, -1, true, false, null, 0.0
9.959551, -1, true, false, null, 0.0
9.977306, -1, true, false, null, 0.0
9.978365, -1, true, false, null, 0.0
9.986313, -1, true, false, null, 0.0
9.998883, -1, true, false, null, 0.0
10.013327, -1, true, false, null, 0.0
10.014322, -1, true, false, null, 0.0
10.025736, -1, true, false, null, 0.0
10.045345, -1, true, false, null, 0.0
10.046289, -1, true, false, null, 0.0
10.062329, -1, true, false, null, 0.0
10.063095, -1, true, false, null, 0.0
10.078541, -1, true, false, null, 0.0
10.092587, -1, true, false, null, 0.0
10.093251, -1, true, false, null, 0.0
10.111879, -1, true, false, null, 0.0
10.112853, -1, true, false, null, 0.0
10.129134, -1, true, false, null, 0.0
10.144144, -1, true, false, null, 0.0
10.145102, -1, true, false, null, 0.0
10.153526, -1, true, false, null, 0.0
10.164787, -1, true, false, null, 0.0
10.177189, -1, true, false, null, 0.0
10.195133, -1, true, false, null, 0.0
10.195822, -1, true, false, null, 0.0
10.211985, -1, true, false, null, 0.0
10.212996, -1, true, false, null, 0.0
10.228947, -1, true, false, null, 0.0
10.244512, -1, true, false, null, 0.0
10.245406, -1, true, false, null, 0.0
10.261902, -1, true, false, null, 0.0
10.262927, -1, true, false, null, 0.0
10.277997, -1, true, false, null, 0.0
10.292665, -1, true, false, null, 0.0
10.293608, -1, true, false, null, 0.0
10.311547, -1, true, false, null, 0.0
10.328786, -1, true, false, null, 0.0
10.329537, -1, true, false, null, 0.0
10.343971, -1, true, false, null, 0.0
10.344773, -1, true, false, null, 0.0
10.361939, -1, true, false, null, 0.0
10.362615, -1, true, false, null, 0.0
10.378679, -1, true, false, null, 0.0
10.395239, -1, true, false, null, 0.0
10.3959, -1, true, false, null, 0.0
10.414121, -1, true, false, null, 0.0
10.415004, -1, true, false, null, 0.0
10.428723, -1, true, false, null, 0.0
10.447659, -1, true, false, null, 0.0
10.448373, -1, true, false, null, 0.0
