time, state, wantStop, stateLock, currentState, t_start
14.282541, -1, true, false, null, 0.0
14.284948, -1, true, false, null, 0.0
14.285194, -1, true, false, null, 0.0
14.28541, -1, true, false, null, 0.0
14.296802, -1, true, false, null, 0.0
14.30684, -1, true, false, null, 0.0
14.316603, -1, true, false, null, 0.0
14.326583, -1, true, false, null, 0.0
14.336492, -1, true, false, null, 0.0
14.345654, -1, true, false, null, 0.0
14.355666, -1, true, false, null, 0.0
14.366691, -1, true, false, null, 0.0
14.37651, -1, true, false, null, 0.0
14.385585, -1, true, false, null, 0.0
14.396416, -1, true, false, null, 0.0
14.406386, -1, true, false, null, 0.0
14.41637, -1, true, false, null, 0.0
14.426315, -1, true, false, null, 0.0
14.437238, -1, true, false, null, 0.0
14.446309, -1, true, false, null, 0.0
14.456382, -1, true, false, null, 0.0
14.466213, -1, true, false, null, 0.0
14.476226, -1, true, false, null, 0.0
14.48625, -1, true, false, null, 0.0
14.496099, -1, true, false, null, 0.0
14.506398, -1, true, false, null, 0.0
14.516126, -1, true, false, null, 0.0
14.526827, -1, true, false, null, 0.0
14.535829, -1, true, false, null, 0.0
14.54688, -1, true, false, null, 0.0
14.55672, -1, true, false, null, 0.0
14.565829, -1, true, false, null, 0.0
14.576732, -1, true, false, null, 0.0
14.586848, -1, true, false, null, 0.0
14.59666, -1, true, false, null, 0.0
14.605775, -1, true, false, null, 0.0
14.616573, -1, true, false, null, 0.0
14.626627, -1, true, false, null, 0.0
14.635582, -1, true, false, null, 0.0
14.646533, -1, true, false, null, 0.0
14.656564, -1, true, false, null, 0.0
14.66563, -1, true, false, null, 0.0
14.67651, -1, true, false, null, 0.0
14.685527, -1, true, false, null, 0.0
14.696391, -1, true, false, null, 0.0
14.70548, -1, true, false, null, 0.0
14.716375, -1, true, false, null, 0.0
14.726299, -1, true, false, null, 0.0
14.737327, -1, true, false, null, 0.0
14.746269, -1, true, false, null, 0.0
14.757209, -1, true, false, null, 0.0
14.766224, -1, true, false, null, 0.0
14.776163, -1, true, false, null, 0.0
14.786287, -1, true, false, null, 0.0
14.796117, -1, true, false, null, 0.0
14.807085, -1, true, false, null, 0.0
14.816091, -1, true, false, null, 0.0
14.826771, -1, true, false, null, 0.0
14.835732, -1, true, false, null, 0.0
14.846705, -1, true, false, null, 0.0
14.855763, -1, true, false, null, 0.0
14.86673, -1, true, false, null, 0.0
14.876573, -1, true, false, null, 0.0
14.885734, -1, true, false, null, 0.0
14.896564, -1, true, false, null, 0.0
14.906564, -1, true, false, null, 0.0
14.916491, -1, true, false, null, 0.0
14.926393, -1, true, false, null, 0.0
14.935439, -1, true, false, null, 0.0
14.946467, -1, true, false, null, 0.0
14.956393, -1, true, false, null, 0.0
14.966428, -1, true, false, null, 0.0
14.976327, -1, true, false, null, 0.0
14.98633, -1, true, false, null, 0.0
14.996274, -1, true, false, null, 0.0
15.006783, -1, true, false, null, 0.0
15.017683, -1, true, false, null, 0.0
15.027454, -1, true, false, null, 0.0
15.037479, -1, true, false, null, 0.0
15.04729, -1, true, false, null, 0.0
15.057175, -1, true, false, null, 0.0
15.066128, -1, true, false, null, 0.0
15.076049, -1, true, false, null, 0.0
15.086101, -1, true, false, null, 0.0
15.096971, -1, true, false, null, 0.0
15.106156, -1, true, false, null, 0.0
15.11594, -1, true, false, null, 0.0
15.126953, -1, true, false, null, 0.0
15.136842, -1, true, false, null, 0.0
15.145982, -1, true, false, null, 0.0
15.155975, -1, true, false, null, 0.0
15.166848, -1, true, false, null, 0.0
15.176804, -1, true, false, null, 0.0
15.186991, -1, true, false, null, 0.0
15.19711, -1, true, false, null, 0.0
