time, closedLoopError, fmsColor, currentColor, distance, RGB, colorDirectionCalc, demand, colorMotorPidOn, colorWheelReading, state, wantStop, stateLock, currentState, t_start
72.699468, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.709767, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.719997, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.730311, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.739333, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.769397, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.769695, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.770029, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.780068, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.789177, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.799008, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.810096, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.81908, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.829981, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.839954, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.848859, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.859831, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.869826, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.87973, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.889763, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.899834, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.909667, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.919652, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.929624, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.93962, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.94952, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.959629, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.969681, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.978551, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.989579, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
72.999436, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.009435, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.019506, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.030503, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.039483, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.049441, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.059301, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.069319, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.080397, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.089183, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.100188, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
73.110209, 0.0, U, U, 0.0, 255 0 255 , 0, 0.0, false, false, -1, true, false, null, 0.0
