time, closedLoopError, fmsColor, currentColor, distance, RGB, colorDirectionCalc, demand, colorMotorPidOn, colorWheelReading, state, wantStop, stateLock, currentState, t_start
190.999549, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.009507, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.020479, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.029979, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.040412, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.049485, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.060645, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.069355, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.080963, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.090713, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.100589, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.11048, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.120311, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.130237, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.140187, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.150173, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.16027, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.170087, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
191.180124, 0.0, U, R, 0.0, 255 0 0 , 0, 0.0, false, true, -1, true, false, null, 0.0
